state,district,college_name
Rajasthan,Jhunjhunun,"Shadi Lal Kataria Memorial Women's TT College, Jhunjhunun"
Uttar Pradesh,Farrukhabad,"Shri Shaligram Jagannath Sanatan Dharm Adarsh Sanskrit Mahavidyalaya,"
Madhya Pradesh,Bhopal,"Technocrats Institute of Technology (Excellence), Anand Nagar, PB No. 24, Post Piplani, BHEL, Bhopal - 462021"
Karnataka,Dakshina Kannada,KVG Ayurvedic Medical College
Manipur,Imphal West,D.M. College of Arts
Uttar Pradesh,Mau,"Krishna Mahavidyalaya, Taajpur , (Usmanpur) Pipridih , Mau"
Karnataka,Ballari,VIMS College of Nursing
Tamil Nadu,Chennai,A.C. College of Technology Campus
Tamil Nadu,Tiruvannamalai,Sri Venkatachalapathy College of Education
Bihar,Darbhanga,Darbhanga Medical College & Hospital
Uttar Pradesh,Bara Banki,"CITY LAW COLLEGE, LAKSHBAR BAJHA"
Jharkhand,Purbi Singhbhum,"B.D.S Mahila College, Ghatsila"
Karnataka,Belagavi,"JANATHA SHIKSHANA PRASARAK SAMITHI ARTS COLLEGE, ITAGI, KHANAPUR"
Bihar,Purnia,Vidya Vihar Institute of Technology
Odisha,Ganjam,"Sabitri Women's College, Bhanjanagar"
Punjab,Pathankot,SUKHJINDER INSTITUTE OF COMPUTER SCIENCE AND MANAGEMENT
Punjab,Firozpur,"Joyti B.Ed College Abohar Road, Fazilka"
Andhra Pradesh,Krishna,"VIMS Mother Theresa College of Nursing, Vijayawada"
Tamil Nadu,Coimbatore,Sri Eshwar College of Engineering
Punjab,Patiala,"Gian Sagar College of Nursing, Ram Nagar (Banur) Distt. Patiala"
Gujarat,Gandhinagar,Girish Raval College of Science
Uttar Pradesh,Lucknow,"INTERNATIONAL INSTITUTE FOR SPECIAL EDUCATION, LUCKNOW"
Karnataka,Udupi,Vidyarathna College of Nursing
Madhya Pradesh,Bhopal,"Jai Narain College of Technology & Science, New Chouksey Nagar, Berasia Road, Bhopal"
Kerala,Kollam,"DON BOSCO COLLEGE, KOTTIYAM"
Uttar Pradesh,Banda,PT. JAWAHAR LAL NEHRU MAHAVIDYALAYA
Rajasthan,Bikaner,"Swami Vivekanand T.T. College, Sinthal"
Uttar Pradesh,Allahabad,"GANDHI SHANTI NIKETAN DEGREE COLLEGE, GOUHANIA (JASARA),"
Rajasthan,Jodhpur,"Keru Mahila Shikshak Prashikshan Mahavidyalaya, Keru"
Odisha,Sundargarh,"Padmanav College of Engineering (PCE), Rourkela"
Tamil Nadu,Perambalur,Dhanalakshmi Srinivasan Engineering College
West Bengal,Nadia,"College of Medicine and J N M Hospital, Kalyani"
Odisha,Koraput,"Government College, Koraput"
Karnataka,Dakshina Kannada,Indira College of Nursing
Karnataka,Bagalkot,P M Nadagowda Memorial Dental College & Hospital
Karnataka,Bengaluru Urban,Bangalore Medical College
Punjab,Muktsar,Bhai Maha Singh College of Engg.
Uttar Pradesh,Agra,"Dr. Bhanu Pratap Singh Mahavishyalya Bakal Pur Road, Shamshabad road, Agra"
Madhya Pradesh,Jabalpur,"Priyadarshini Anjuman Islamia Girls College, Moti Nala, Gohalpur, Jabalpur"
Chhatisgarh,Korba,"Agrasen Girls College, Korba"
Chhatisgarh,Durg,"RASTOGI COLLEGE OF NURSING, MODEL TOWN, NEHRU NAGAR (EAST) BHILAI"
West Bengal,Jalpaiguri,"ALIPURDUAR COLLEGE, JALPAIGURI"
Uttar Pradesh,Azamgarh,"Shri Harishankar Ji Mahavidyalaya,Rampur,Jahanaganj Azamgarh"
Maharashtra,Mumbai Suburban,Vivekanand Education Societys Institute of Technology Sindhi Society Chembur Mumbai 400
Chhatisgarh,Durg,"MOTHER TERESA COLLEGE OF NURSING, RAWATPURA SARKAR INSTITUTE, VILL-CHORHA, KUMHARI"
Delhi,North,Hindu College
Madhya Pradesh,Hoshangabad,"ST JOSEPHS COLLEGE OF NURSING, HOSHANGABAD"
Odisha,Khordha,"NM Institute of Engineering and Technology (NMIET), Bhubaneswar"
Chhatisgarh,Raipur,C I T B ED BELWADIH ABHANPUR COLLEGE
Gujarat,Anand,Late Smt S. G. Patel Institute of Physiotherapy
Tamil Nadu,Coimbatore,"K.G. COLLEGE OF NURSING (Inst. Code - 119), COIMBATORE"
Kerala,Kozhikode,"MES COLLEGE, VADAKARA"
Maharashtra,Mumbai,Bunts Sanghas S M Shetty College of Science Commerce and Management Studies At S M Shetty High School and Jr College Nr.Hiranandani Complex Powai Mumbai 400
Uttar Pradesh,Mirzapur,Smt JANKI DEVI RAJ KUMAR SINGH DEGREE COLLEGE
Maharashtra,Chandrapur,"Dattguru Saima Education College, Mool"
Odisha,Baleshwar,R.J.S.M.S.
Uttar Pradesh,Jhansi,"Sanskrit Vidyapeeth Snatakottar Mahavidyalaya,Bamanuwa, Tahrauli,"
Bihar,Saran,Lok Nayak Jai Prakash Institute of Technology
Delhi,North,St. Stephens's College
Tamil Nadu,Cuddalore,Blessy College of Education
Chhatisgarh,Raipur,"Gresiyash College of Education, Belbhata (Abhanpur)"
Telangana,Nizamabad,"Vijnana Bharathi Degree College, Kamareddy (5012)"
Uttar Pradesh,Bijnor,"Saubhagyavati Bai Dani Mahila Mahavidyalaya, Dhampur"
Uttar Pradesh,Agra,MATA BHAGATI DEVI GOVT. GIRLS DEGREE COLLEGE AWALKHERA AGRA
Punjab,Firozpur,Ferozpur College of Engg. & Technology
Uttar Pradesh,Kanpur Nagar,"SHAHID BHAGAT SINGH MAHAVIDYALAYA, BITHOOR,"
Nagaland,Dimapur,St.John College
Karnataka,Bengaluru Rural,Dhanvantari Nursing College
Madhya Pradesh,Dhar,"S.M. Sidha College of Education, Dhar"
Uttar Pradesh,Kanpur Nagar,"LAVKUSH INSTITUTE FOR HIGHER EDUCATION, CHAUWEPUR"
Haryana,Panchkula,"Swami Devi Dayal Hospital & Dental College, Golpura(Panchkula)"
Uttar Pradesh,Allahabad,Govind Ballabh Pant Social Science Institute
Punjab,Faridkot,"Baba Farid Law College, Faridkot"
Karnataka,Bagalkot,"Basaveshwar Engineering College, Bagalkot (QIP Centre)"
Punjab,Firozpur,"D.A.V.College of Education College Road, Fazilka"
Madhya Pradesh,Bhopal,"R.K.D.F. Institute of Science & Technology, Misrod, Bhopal"
Rajasthan,Jaipur,"Arya College of Engg. & Information Technology, Jaipur"
Odisha,Ganjam,"K.B.V. Mahavidyalaya, Kabisuryanagar"
Uttar Pradesh,Mathura,"HINDUSTAN INSTITUTE OF MANAGEMENT AND COMPUTER STUDIES, FARAH, MATHURA"
Punjab,Gurdaspur,"Sant Baba Hazara Singh College of Education, Vill. Chhina, PO. Naushehra Majha Singh, Gurdaspur."
Odisha,Jharsuguda,Brajrajnagar College
Punjab,Ludhiana,"Guru Nanak Girls College, Model Town, Ludhiana"
West Bengal,Jalpaiguri,Institute of Pharmacy
Madhya Pradesh,Bhopal,"""Bhabha Pharmacy Research Institute, NH12, Hoshangabad Road, Village Jatkhedi Misrod Road, Bhopal """
Madhya Pradesh,Bhopal,"Oriental Inst. of Management Raisen Road, Bhopal"
West Bengal,North 24 Parganas,Morning Star College
Kerala,Ernakulam,"Sneha Sadan College of Special education, Angamaly, Ernakulam - 683"
Puducherry,Puducherry,Mahatma Gandhi P.G. Institute of Dental Sciences
Goa,North Goa,Vrundavan Institute of Nursing Education & College of Nursing Colvale Bardez
Karnataka,Dakshina Kannada,"Kasturba Medical College, Mangalore"
Tamil Nadu,Tirunelveli,"St.Xaviers college of Education, (Autonomous)"
Rajasthan,Jhunjhunun,"Smt. Ramkumari Mahila PG Mahavi., Jhunjhunun"
Karnataka,Bengaluru Urban,Shanti Dhama College of Nursing
Madhya Pradesh,Sehore,"Govt. College, Astha, Sehore"
Kerala,Kozhikode,FAROOK TRAINING COLLEGE
Madhya Pradesh,Bhopal,"Career College, Opp. Dashera Maidan Govindpura, BHEL, Bhopal"
Madhya Pradesh,Bhopal,"Career Law College, BHEL, Bhopal"
Punjab,Firozpur,"Bhag Singh Khalsa College for Women, Kala Tibba"
Karnataka,Bengaluru Urban,Heardtland College of Nursing
Kerala,Idukki,"SSM COLLEGE, RAJAKKAD"
Delhi,West,Shivaji College
Punjab,Mansa,"Punjabi University Baba Dhyan Dass Neighbourhood Campus, Jhunir"
Uttar Pradesh,Gautam Buddha Nagar,"UNITED COLLEGE OF ENGG AND RESEARCH , GREATERÃ‚Â NOIDA"
Karnataka,Belagavi,JAWAHARLAL NEHRU MEDICAL COLLEGE
Karnataka,Belagavi,KLE INSTITUTE OF PHYSIOTHERAPY
Karnataka,Belagavi,"KLE COLLEGE OF PHARMACY, BELGAUM"
Tamil Nadu,Thiruvallur,R.M.K Engineering College
Punjab,Tarn Taran,S.G.A.D.Govt. College Tarn Taran
Kerala,Ernakulam,"MOUNT CARMEL COLLEGE, KARUKADOM, KOTHAMANGALAM"
West Bengal,Darjiling,"SALESIAN COLLEGE (SILIGURI CAMPAS), DARJILING"
Chhatisgarh,Jashpur,Lovekush Institute of Nursing
Punjab,Sangrur,"Life Guard Nursing Institute, Village Bhindran, Kaloudi Road, Sangrur"
West Bengal,Kolkata,Calcutta National Medical College
Maharashtra,Akola,COLLEGE OF FORESTRY
Uttar Pradesh,Ghazipur,"Shri Dhaneshvar Snatkotar Mahavidyalay, Kusumhi Khurd Ghazipur"
Uttrakhand,Bageshwar,"Govt. P G College, Bageshwar"
Rajasthan,Pali,"SMT DAKUBEN SAREMALJI SANCHETI NURSING INSTITUTEITUTE, PALI"
Kerala,Idukki,"Marian College, Kuttikanam P.O. Peermade- 685"
Manipur,Imphal West,G.P. Women's College
West Bengal,Darjiling,"SALESIAN COLLEGE, DARJEELING"
Kerala,Palakkad,"JAWAHARLAL COLLEGE OF ENGINEERING & TECHNOLOGY, MANGALAM"
Karnataka,Belagavi,KLE Institute of Nursing Sciences
Chandigarh,Chandigarh,"Govt Post Graduate College for Girls,Sector-42"
Uttrakhand,Dehradun,"SHRI DARSHAN MAHAVIDYALAYA, MUNI-KI-RETI, PO- SHIVANAND NAGAR, RISHIKESH"
Chhatisgarh,Gariaband,Shivam College of Nursing
Rajasthan,Churu,SHEKHAWATI COLLEGE TEHANDESAR
Kerala,Palakkad,"AHALIA SCHOOL OF ENGINEERING & TECHNOLOGY, KOZHIPPARA"
Rajasthan,Jaipur,"Global Institute of Technology,Jaipur"
Punjab,Amritsar,SR Govt. College for Women Amritsar
Assam,Kamrup Metropolitan,NORTH EASTERN REGIONAL INSTITUTE OF MANAGEMENT(NERIM)
Uttrakhand,Nainital,"Government Madical College, Haldwani"
Telangana,Rangareddy,Bhaskar Engineering College
Tamil Nadu,Viluppuram,Sri Aravindar Engineering College
Karnataka,Mysuru,"GOVERNMENT NURSING COLLEGE, MYSORE"
Telangana,Warangal,"Sri Mallikarjuna Degree College, Komuravelli (V)"
Assam,Goalpara,Dudhnoi College
Rajasthan,Jaipur,"Compucom Institutes of Information Technology,Jaipur"
Rajasthan,Jaipur,Compucom Institute of Information Technology & Management(Engg. College)
Punjab,Muktsar,"GGS Degree College, Giddarbaha"
Assam,Lakhimpur,North Lakhimpur College P.O. Lakhimpur-787001
Uttrakhand,Hardwar,"B.S.M College, Roorkee"
Andhra Pradesh,Sri Potti Sriramulu Nellore,"NBKR Science and Arts College, Vidyanagar"
Uttar Pradesh,Hardoi,"SRI THAKUR JI MAHARAJ MAHAVIDYALAYA, HERWAL,"
Karnataka,Uttara Kannada,"Tauhid Education Societys Firoza Hashim Commerce College for Women, Karwar"
Uttrakhand,Champawat,"Govt. P G College, Lohaghat"
Rajasthan,Bikaner,Seth Rawat Mal Bothra Girls College
Uttar Pradesh,Kanpur Nagar,"RAM LAKHAN BHATT MAHAVIDYALAYA,PANKI"
Uttar Pradesh,Sitapur,"NEPAL SINGH MAHAVIDYALAYA, TOWN AREA, HARGAON,"
Uttar Pradesh,Allahabad,"VIDHYAVATI DEVI MAHAVIDHYALAYA, MAUAIMA"
Uttar Pradesh,Unnao,"SRI THAKUR JI MAHARAJ MAHAVIDYALAYA, SAFIPUR,"
Tamil Nadu,Tirunelveli,"Sarah Tucker College, Perumalpuram, Palayamkottai - 627"
Tamil Nadu,Kanniyakumari,"Udaya College of Arts and Science, Vellamodi, Ammandivilai Post, K.K. Dist - 629"
Rajasthan,Alwar,"Shri Pragya Mahila Mahavidyalaya, Alwar"
Tamil Nadu,Tirunelveli,"St.Xavier's College, Palayamkottai - 627"
Assam,Kamrup,Gauhati Commerce College
Maharashtra,Pune,"Yashwantrao Mohite College of Arts, Science and Commerce, Pune"
Uttar Pradesh,Kanpur Nagar,"DR. RAM MANOHAR LOHIA MAHAVIDYALAYA, KALYANPUR,"
Maharashtra,Pune,"Audyogik Shikshan Mandals Institute of Business Management and Research, Pimpri Industrial Area, Chinchwad, Pune 411019"
Karnataka,Haveri,Ballari Rudrappa Education Societys BBA College Motebennur
Chhatisgarh,Raipur,"GOVT. DENTAL COLLEGE ,BEHIND OF RAJBANDHA GROUND,IN FRONT OF MARHI MATA TEMPLE"
Chhatisgarh,Raipur,"Scope College of Nursing Institute, Doomar Talab"
Tamil Nadu,Ramanathapuram,"Mohamed Sathak Engineering College, Kilakarai"
Uttar Pradesh,Mahrajganj,"Chote Lal Damodar Prasad Shibban Lal Degree College, Beesokhor, Maharajganj"
Kerala,Ernakulam,"Baselius Poulose II Catholicose College, Piravam 686"
Madhya Pradesh,Anuppur,"KALYANIKA KENDRIYA SHIKSHA NIKETAN, AMRKANTAK"
Uttrakhand,Dehradun,Himalayan College of Nursing
Kerala,Pathanamthitta,"MOUNT ZION LAW COLLEGE, KK NAIR ROAD NEAR GENERAL HOSPITAL PATHANAMTHITTA"
Uttrakhand,Hardwar,Roorkee College of Pharmacy
Tamil Nadu,Kancheepuram,Sri Muthukumaran Institute of Technology
Kerala,Kottayam,"M.E.S College, Erumeli 686"
Kerala,Pathanamthitta,"Mar Athanasius College for Advanced Studies, Thiravalla 689"
Uttrakhand,Dehradun,Himalayan Institute of Medical Sciences
Uttrakhand,Dehradun,HIMALAYAN SCHOOL OF MANAGEMENT STUDIES
Uttar Pradesh,Lucknow,SURJAN DEVI ANUSUIYA DEVI DEGREE COLLEGE
Karnataka,Dakshina Kannada,"Mar Ivanios College of Education, Kunthoor, Perabe, Puttur Taluk-574285"
Madhya Pradesh,Bhopal,"R.K.D.F. School of Pharmaceutical Sciences, NH-12, Village Jatkhedi, Hoshangabad Road, Bhopal"
Kerala,Wayanad,"C.K. RAGHAVAN MEMORIAL COLLEGE OF TEACHER EDUCATION, PULPALLY"
Kerala,Kottayam,"Bishop Kurialacherry College For Women, Amalagiri P.O Kottayam 686"
Odisha,Jharsuguda,L.N.College
Rajasthan,Kota,Daswani Dental College and research Centre
Kerala,Kottayam,"St. Joseph's Training College, Mannanam, Kottayam - 686"
Chhatisgarh,Durg,College of Veterinary Science & Animal Husbandry
Maharashtra,Pune,"Dr D Y PATIL EDUCATIONAL ENTERPRISES CHARITABEL TRUST Dr D Y PATIL GROUP OF INSTITUTIONS, Dr D Y PATIL SCHOOL OF MANAGEMENT, Dr D Y PATIL KNOWLEDGE CITY, CHARHOLI"
Tamil Nadu,Madurai,"ARAVIND EYE HOSPITALAND PG INSTITUTE OF OPHTHAMOLOGY (Inst. Code - 043), MADURAI"
West Bengal,North 24 Parganas,AL HERA COLLEGE OF EDUCATION
Uttar Pradesh,Allahabad,"UDAIRAJ SINGH VIDHI MAHAVIDYALAYA, SAIDPUR, HANUMANGANJ,"
Tamil Nadu,Coimbatore,"ARAVIND EYE HOSPITAL (Inst. Code - 472) , COIMBATORE"
Rajasthan,Nagaur,Gramothhan Vidyapeeth Sansthan
Uttar Pradesh,Hardoi,"SRI P.L. VERMA TEACHERS TRAINING COLLEGE, DAKOULI,"
Andhra Pradesh,Krishna,"PRASAD V POTLURI SIDDHARTHA INSTITUTE OF TECHNOLOGY, Devabhaktuni Ramalingeswara Rao Road, Behind VR Siddhartha Engg. College, Kanuru, Vijayawada, PIN-520007(CC-50)"
Andhra Pradesh,Sri Potti Sriramulu Nellore,"N.B.K.R Science & Arts College, Vidyanagar"
Maharashtra,Pune,"Modern Education Societys Ness Wadia College of Commerce, P.V.K.Joag Path, Pune 411004"
Andhra Pradesh,Vizianagaram,"GOKUL INSTITUTE OF TECHNOLOGY AND SCIENCES, PIRIDI, BOBBILI, AP PIN- 535558 (CC-H9)"
Andhra Pradesh,Chittoor,"Sai Sakthi Engineering College, Maharajapuram, Tirupathi"
Maharashtra,Pune,"DR D Y PATIL EDUCATIONAL ENTERPRISES CHARITABLE TRUSTS DR D Y PATIL SCHOOL OF MCA, PUNE"
Punjab,Amritsar,Khalsa College of Management And Technology
Gujarat,Ahmedabad,Subham Institute of Nursing Science & Research Center
Punjab,Mansa,"Mai Bhago College of Education (for girls ) Ralla , Mansa"
Karnataka,Shivamogga,Tadikela Subbaiah College of Nursing
Karnataka,Shivamogga,SUBBAIAH INSTITUTE OF DENTAL SCIENCES
Uttar Pradesh,Lucknow,"AMBALIKA INSTITUTE OF MANAGEMENT AND TECHNOLOGY, LUCKNOW"
Karnataka,Chitradurga,Unity Institute of Nursing Sciences
Chhatisgarh,Bilaspur,"C.L. CHOUKSEY HOMOEOPATHIC COLLEGE, HOSPITAL & RESEARCH CENTRE, LALKHADAN, MASTURI ROAD"
Kerala,Malappuram,"KMMMO ARABIC COLLEGE, THIRURANGADI"
Delhi,South,Lingaya's Lalita Devi Institute of Management & Sciences
Uttar Pradesh,Farrukhabad,VINAY KUMAR AWASTHI SMARK MAHILA MAHAVIDYALAYA
Chhatisgarh,Durg,SAMADHAN COLLEGE BEMETRA
Kerala,Alappuzha,"Institute of Management and Technology, Punnapra, Alappuzha"
West Bengal,North 24 Parganas,National Institute for Mentally Handicapped
Uttrakhand,Chamoli,"Govt. P.G Degree College, Gopeshwar"
Uttar Pradesh,Lucknow,"LAL BAHADUR SHASTRI GIRLS COLLEGE OF MANAGEMENT, KURSI ROAD"
Uttar Pradesh,Jhansi,"PT VASUDEV TIWARI KANYA MAHAVIDYALAYA,"
Tamil Nadu,Tiruchirappalli,"Shrimati Indira Gandhi College, Tiruchirappalli - 620 002."
Bihar,Muzaffarpur,"Sri Krishna Jublee Law College, Muzaffarpur"
Kerala,Kottayam,"St. Joseph's College of Engg. and Technology,Choondacherry P.O., PIassanal (Via), Palai, Kottayam-686"
Maharashtra,Nashik,"S.M.B.T. Ayurved College & Hospital, Nandihills, Dhamangaon, Tal. Igatpuri, Dist. Nashik"
West Bengal,Kolkata,Institute of Child Health
Gujarat,Gandhinagar,SHRI RAM COLLEGE OF MASTER EDUCATION
Himachal Pradesh,Shimla,"Govt. Lal Bahadur College, Sawra Saraswati Nagar, Distt Shimla"
Tamil Nadu,Salem,"GOVERNMENT MOHAN KUMARAMANGALAM MEDICAL COLLEGE (Inst. Code - 010), SALEM"
Tamil Nadu,Kancheepuram,"MELMARUVATHUR ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES AND RESEARCH (Inst. Code - 243), KANCHEEPURAM"
Kerala,Ernakulam,"Federal Institute of Science and Technology (FISAT), Hormis Nagar, Mookannoor. P.O., Angamaly, Ernakulam -683"
Gujarat,Ahmedabad,Veena Singhi College of Nursing
Maharashtra,Thane,Bharati Vidyapeeths College of Architecture Sector 8 CBD Belapur Opp to Konkan Bhavan Navi Mumbai Mumbai 400
Maharashtra,Mumbai Suburban,Vivekanand Education Societys College of Law 1st floor Trust Office Sindhi Society Chembur Mumbai-400
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),"Om Ucch Siksha Sansthan, Bitthalpur, Gopiganj, Sant Ravidas Nagar, Bhadohi"
Kerala,Kottayam,"St. Thomas College, Arunapuram P.O., Pala-686"
Rajasthan,Jaipur,"Jaipur Institute of Engineering & Management,Jaipur"
Odisha,Balangir,"D.A..V.College,Titlagarh"
Gujarat,Surat,METAS Adventist College
Tamil Nadu,Coimbatore,"R V S DENTAL COLLEGE AND HOSPITAL (Inst. Code - 274), COIMBATORE"
Telangana,Medak,Padmasri Dr. B.V Raju Institute of Technology
Karnataka,Belagavi,"KLE Society's Lingaraj College, Belgaum"
Chhatisgarh,Raipur,Udanti College Devobhog
Tamil Nadu,Viluppuram,"K.S.Raja Arts &Science College for Women,Cherapperattai-604"
Tamil Nadu,Ariyalur,VINAYAGA NURSING COLLEGE (Inst. Code - 529)
Uttar Pradesh,Fatehpur,"KIRAN SINGH MAHAVIDHYALAYA, GAJIPUR"
Tamil Nadu,Tiruvannamalai,Aravindhar College of Education
Rajasthan,Jhunjhunun,"Shekhawati College of Commerce & Sci., Jhunjhunun"
Uttar Pradesh,Mirzapur,"Adarsh Janta Mahavidyalaya, Kolna (Chunar) Mirzapur"
Uttar Pradesh,Hardoi,": SARDAR PATEL MAHAVIDHAYALAYA,MALLAWAN"
Odisha,Koraput,"Council for Analytical Tribal Studies, Koraput"
Chhatisgarh,Raipur,Arayabhat Art.& Science College Kopara
Maharashtra,Ahmadnagar,"Pravara Gramin Shikshan Sansthas Pravara Rural College of Architecture,Loni Pravaranagar Tal. Rahata,Dist. 413736"
Andhra Pradesh,Kurnool,"Santhiram Engineering College, Nandyal"
Madhya Pradesh,Bhopal,"Sagar Institute of Research & Technology, Opp. Sagar Estates, Ayodhya Nagar, By Pass Road, Bhopal-462041"
Karnataka,Raichur,Navodaya Medical College
Tamil Nadu,Kanniyakumari,"CHRISTIAN COLLEGE OF NURSING (Inst. Code - 187), NEYYOOR, KANNIYAKUMARI"
Uttar Pradesh,Etawah,"SIR MADAN LAL INSTITUTE OF MANAGEMENT,,ETAWAH"
Andhra Pradesh,Sri Potti Sriramulu Nellore,"Siddardha College of Computer Science, Musunur"
Punjab,Ludhiana,"G.H.G.Khalsa College, Gurusar Sadhar"
Odisha,Khordha,"Capital Law College, Plot No. A/63, CRP Square, Bhubaneswar"
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),"Girija Prasad Dwivedi Mahavidyalaya, Semradh, Sant Ravidas Nagar, Bhadohi"
Tamil Nadu,Kancheepuram,"VELUMAILU SIDDHA MEDICAL COLLEGE (Inst. Code - 194), KANCHEEPURAM"
Chhatisgarh,Raigarh,"Purwanchal College,Sariya-Raigarh"
Uttar Pradesh,Farrukhabad,SRI BABU SINGH DADDU JI LAW COLLEGE
Puducherry,Puducherry,"College of Nursing, East Coast Institute of Medical Sciences"
Punjab,Ludhiana,"G.H.G. Khalsa College of Pharmacy, Gurusar Sadhar, Ludhiana"
Uttar Pradesh,Mirzapur,"R.R.S.MAHILA MAHAVDYALAY, LALPUR, JAUGAR"
Punjab,Ludhiana,"Kular College of Nursing, VPO Kishangarh, Distt. Ludhiana"
Andhra Pradesh,Prakasam,M.L. College of Pharmacy
Tamil Nadu,Vellore,"Sri Bharathivelu arts &Science Kalpattu,Sholinghur-631"
Tamil Nadu,Thoothukkudi,"K.R.College of Arts & Science, K.R. Nagar, Kovilpatti - 628 503."
Uttar Pradesh,Lucknow,A.P. SEN MEMORIAL GIRLS DEGREE COLLEGE
Odisha,Khordha,"P.N. College of Lib.& Information Science, Bhubaneswar"
Himachal Pradesh,Lahul & Spiti,"Govt. College Kukumseri, Distt Lahaul & Spiti"
Maharashtra,Washim,"Tapasvi Ramrao Maharaj Arts College,Poharadevi, Tq. Manora"
Uttar Pradesh,Jalaun,"KISHORI LAL BACCHA LAL YADAV MAHAVIDYALAYA, SOMAI"
Tamil Nadu,Coimbatore,Jawaharlal Institute of Technology
Karnataka,Bengaluru Urban,"Adharsha Vidhya Kendra College, 27th Cross, Banashankari 2nd Stage, Bangalore-70"
Assam,Kamrup Metropolitan,NEF College of Management and Technology
Madhya Pradesh,Vidisha,"SATI, Vidisha"
Assam,Kamrup,N.E.F. Law College
Assam,Dibrugarh,D.H.S.K. College. P.O.Dibrugarh- 786001
Tamil Nadu,Salem,Greentech College of Engineering for Women
Tamil Nadu,Chennai,SRIRAM COLLEGE OF ARTS AND SCIENCE
Delhi,West,Delhi Teachers Training College
Karnataka,Udupi,"School of Information Science, Manipal"
Maharashtra,Mumbai,"Principal L N Welingkar Institute of Management Development and Research L. N. Road, Opp. Matunga Gymkhana, Matunga (Central) Mumbai 400"
Tamil Nadu,Vellore,"marudhar Kesari Jain College for Women,Marudhar Nagar,Chinnakallupalli,Vaniyambadi-635751"
Tamil Nadu,Chennai,ST LOUIS COLLEGE FOR THE DEAF
Chhatisgarh,Durg,Nagrik Kalayan College Nandni Nagar
Maharashtra,Nagpur,"Cummins College of Engineering for Women, Mauja"
Maharashtra,Ratnagiri,"Shivtej Arogya Seva Sansthas Yogita Dental College & Hospital, Khed, Dist. Ratnagiri"
Telangana,Hyderabad,"JMJ College of Nursing, Hyderabad"
Gujarat,Bhavnagar,COLLEGE OF DENTAL SCIENCE AND HOSPITAL
Delhi,North West,"DELHI SCHOOL OF PROFESSIONAL STUDIES AND RESEARCH, NORTH WEST DELHI"
Tamil Nadu,Coimbatore,"MARTIN HOMOEOPATHY MEDICAL COLLEGE AND HOSPITAL (Inst. Code - 208), COIMBATORE"
Tamil Nadu,Coimbatore,"J.S.S. INSTITUTE OF NATUROPATHY AND YOGIC SCIENCES (Inst. Code - 132), OOTACAMUND, COIMBATORE"
Punjab,Faridkot,"Dasmesh Institute of Research & Dental Sciences, Talwandi Road, Faridkot"
Jharkhand,Palamu,KUNWAR PIRTHI NATH SINGH B.ED COLLEGE
Assam,Sivasagar,Sibsagar College P.O. Sibsagar-785665
Telangana,Warangal,"Maharshi Degree College, H.No. 3-32/7, Near Balaji Nursing Home, Thorrur"
Karnataka,Bengaluru Urban,"Sambhram Institute of Technology, BANGALORE"
Maharashtra,Amravati,"Govt.Vidarbha Institute of Science & Humanities, Amravati."
Maharashtra,Thane,Rayat Shikshan Sansthas Arts Science and Commerce College Mokhada Taluka Mokhada Dist Thane 401
Rajasthan,Jaipur,"Biyani International Institute of Engg. & Tehc. For Girls,Jaipur"
Uttar Pradesh,Ballia,"Smt. Fulehara Smarak Mahila Mahavidyalaya, Kamtaila, Rasra, Ballia"
Maharashtra,Ahmadnagar,"Pravaranagar Rural Education Societys Pravara Rural Engineering College, Loni Bk., Tal. Rahata, Dist.Ahmednagar 413736"
Andhra Pradesh,Y.S.R.,"Sri Sai Inst. of Technology & Science, 2/714-18, Rayachoti"
Karnataka,Bengaluru Urban,Manjushree College of Nursing
Karnataka,Bagalkot,Sajjalashree Institute of Nursing Science
Tamil Nadu,Chennai,"ISHWAR INSTITUTE OF PROSTHETICS & ORTHOTICS (A UNIT OF INTERNATIONAL SOCIETY FOR HUMAN WELFARE & REHABILITATION) (Inst. Code - 533), CHENNAI"
Assam,Kamrup,Dr. Anita Baruah Sarma College of Edu.
Andhra Pradesh,Sri Potti Sriramulu Nellore,"Jawahar Bharathi Degree College, Kavali"
Puducherry,Puducherry,ManakulaVinayagar Institute of Technology
Telangana,Rangareddy,Bright Institute of Management
Tamil Nadu,Erode,"NANDHA COLLEGE OF PHARMACY (Inst. Code - 051), ERODE"
Tamil Nadu,Erode,"NANDHA COLLEGE OF PHYSIOTHERAPY (Inst. Code - 098), ERODE"
Tamil Nadu,Namakkal,"VIVEKANANDHA COLLEGE OF NURSING (Inst. Code - 097), NAMAKKAL"
Karnataka,Mysuru,Mysore Medical College
Madhya Pradesh,Betul,"Shri Balaji Institute of Technology & Management, Khasra No. 238, Village Gohchi, Tah. & Dist. Betul - 460005"
Uttar Pradesh,Deoria,"B. R. D. B. D. P. G. College, Ashram, Barhaj, Deoria"
Maharashtra,Aurangabad,"Marathwada Legal's & General Education Society's, Manikchand Pahade Law College, Samarthnagar Road."
Delhi,North,Miranda House
Andhra Pradesh,Krishna,"Nimra College of Engineering & Technology, Nimra nagar,(V), Ibrahimpatnam, PIN-521456,(CC-23)"
